ems_no,county,company_name,address,process_id,process_name,category,permit_no,effective_date,expiry_date
H4810673,桃園市,翔展企業股份有限公司,桃園市龜山區樂善里文明路六四之一號,M01,M01 - ＰＵ皮製造程序,操作,環空操證字第H5779-02號,,117/09/05
H4810799,桃園市,國光電力股份有限公司,桃園市龜山區南上里北油一區一一號,M01,M01 - 渦輪發電程序,操作,環空操證字第H3712-17號,,117/04/01
H4810851,桃園市,華亞汽電股份有限公司華亞汽電廠,桃園市龜山區文化里華亞一路九八號,M01,M01 - 鍋爐發電程序; M02 - 鍋爐汽電共生程序,操作及燃料,環空操證字第H3907-13號; 											(燃證字第H219-04號); 環空操證字第H3948-13號; 											(燃證字第H218-04號),,117/08/21
H4811134,桃園市,棉樹實業股份有限公司龜山廠,桃園市龜山區大坑里南上路四○七號,M01,M01 - 印染整理程序,操作,環空操證字第H5064-04號,,115/01/11
H4811170,桃園市,淞竹塑膠股份有限公司龜山廠,桃園市龜山區兔坑里茶專一街一一二巷一一號,M01,M01 - 押出成型程序,操作,環空操證字第H4152-04號,,115/05/21
H4811634,桃園市,正源博電子股份有限公司,桃園市龜山區南上里南上路二九○巷二一弄七號,M01,M01 - 印刷電路板製造程序,操作,環空操證字第H3742-04號,,116/05/10
H4811652,桃園市,冠暘企業有限公司,桃園市龜山區南上里民生北路一段二九二巷九弄二號、四號,M02,M02 - 印刷電路板製造程序,操作,環空操證字第H7275-00號,,117/11/26
H4811910,桃園市,臺灣水泥股份有限公司台北水泥製品廠龜山分廠,桃園市龜山區龍壽里東萬壽路六八八號,M01,M01 - 混凝土拌合程序,操作,環空操證字第H4617-09號,,116/09/05
H4812837,桃園市,日文科技股份有限公司,桃園市龜山區南上里民生北路一段三六二號(一、二樓)、三六四號(一、二樓),M01,M01 - 粉末冶金程序,操作,環空操證字第H7000-01號,,116/02/24
H4813692,桃園市,新松實業股份有限公司林口廠,桃園市龜山區頂湖十一街一二號,M01,M01 - 押出成型程序,操作,環空操證字第H4408-03號,,116/07/16
H4813718,桃園市,欣隆精密壓鑄股份有限公司,桃園市龜山區南上里民生北路一段二○六號一樓,M01,M01 - 鋁鑄造製造程序,操作,環空操證字第H7172-00號,,117/04/13
H4814233,桃園市,國統印鐵股份有限公司,桃園市龜山區龍壽里萬壽路一段五五一號,M01,M01 - 平版印刷作業程序,操作及燃料,環空操證字第H7095-00號; 											(環空燃證字第H348-00號),,116/09/15
H4814788,桃園市,聯合報股份有限公司林口印刷廠,桃園市龜山區公西里頂湖一街四五號,M01,M01 - 平版印刷作業程序,操作,環空操證字第H5535-02號,,118/04/16
H4814797,桃園市,香榮實業股份有限公司,桃園市龜山區山頂里山鶯路國光巷一號,M01,M01 - 印染整理程序; M05 - 熱媒加熱程序; M06 - 鍋爐蒸氣產生程序,"操作, 操作及燃料",環空操證字第H6544-03號; 環空操證字第H4509-06號; 環空操證字第H5061-06號; 											(H259-02),,119/12/22
H4882295,桃園市,邑昇實業股份有限公司,桃園市龜山區山頂里山鶯路中華巷二號,M01,M01 - 印刷電路板製造程序,操作,環空操證字第H6326-05號,,117/07/08
H4882553,桃園市,上展金屬工業股份有限公司桃園二廠,桃園市龜山區山頂里興邦路三七之一號,M01,M01 - 灰鐵鑄造程序,操作,環空操證字第H4935-04號,,119/07/15
H4885385,桃園市,宇泰塗料股份有限公司龜山廠,桃園市龜山區兔坑里大同路九四九巷一六號及一八號,M01,M01 - 塗料製造程序; M02 - 其他合成樹脂或塑膠製造程序,操作,環空操證字第H4625-05號; 環空操證字第H5089-02號,,115/05/19
H4885401,桃園市,台灣銘板股份有限公司林口廠,桃園市龜山區文化里華亞一路三六號,M01,M01 - 平版印刷作業程序,操作,環空操證字第H4590-07號,,116/05/30
H4885803,桃園市,大世紀塗料股份有限公司華亞廠,桃園市龜山區文化里華亞一路四○號、四○號二樓、四○號四樓,M01,M01 - 油漆化學製造程序,操作,環空操證字第H7111-00號,,116/10/27
H4886104,桃園市,唐得企業股份有限公司桃園廠,桃園市龜山區山頂里興邦路三一之二號,M01,M01 - 鋁鑄造製造程序,操作,環空操證字第H4510-03號,,117/01/17
H4886622,桃園市,伯慶股份有限公司,桃園市龜山區大坑里南上路三八六巷一三號一、二樓,M01,M01 - 化粧品製造程序,操作,環空操證字第H5440-02號,,117/08/19
H4886864,桃園市,良器有限公司,桃園市龜山區山頂里建國東路三二之一號一、二、三樓,M01,M01 - 射出成型程序,操作,環空操證字第H5183-05號,,115/11/18
H4886999,桃園市,穩懋半導體股份有限公司華亞二廠,桃園市龜山區文化里華亞二路三五八號與科技七路三五號及三五號二樓、三樓、四樓,M01,M01 - 積體電路製造程序,操作,環空操證字第H4443-06號,,115/10/28
H4887316,桃園市,台化地毯股份有限公司工三廠,桃園市龜山區樂善里文明路一五號,M01,M01 - 押出成型程序,操作,環空操證字第H6570-01號,,118/08/17
H4887558,桃園市,竣美科技有限公司,桃園市龜山區南美里南上路二九○巷四二弄一一號一樓,M01,M01 - 印刷電路板製造程序,操作,環空操證字第H7362-00號,,118/06/06
H4887610,桃園市,聲豐工業股份有限公司,桃園市龜山區茶專路三五、三七號,M02,M02 - 膠帶業製造,操作,環空操證字第H7386-00號,,118/08/19
H4887978,桃園市,欣興電子股份有限公司精密載板事業部三廠,桃園市龜山區山頂里山鶯路一七三之一、一七三之二、一七一之二、一七三之八號,M01,M01 - 印刷電路板製造程序; M02 - 印刷電路板製造程序; M03 - 熱媒加熱程序,操作,環空操證字第H4587-12號; 環空操證字第H5449-07號; 環空操證字第H6229-04號,,117/09/24
H4888153,桃園市,松珍生物科技股份有限公司華亞廠,桃園市龜山區文化里復興三路四五二號及四五二號三樓,M02,M02 - 冷凍食品製造程序,操作,環空操證字第H6085-01號,,116/02/23
H4888493,桃園市,友達光電股份有限公司桃園分公司華亞廠,桃園市龜山區文化里華亞二路一八九號,M01,M01 - 液晶顯示器製造程序; M03 - 熱媒加熱程序; M05 - 鍋爐蒸氣產生程序,操作,環空操證字第H2905-19號; 環空操證字第H7007-00號; 環空操證字第H4452-04號,,120/01/11
H4888582,桃園市,台灣美光晶圓科技股份有限公司二廠,桃園市龜山區文化里華亞五路二、六號,M01,M01 - 積體電路製造程序; M02 - 鍋爐蒸氣產生程序,操作,環空操證字第H4441-17號; 環空操證字第H7479-00號,,119/08/07
H4888902,桃園市,旭軟電子科技股份有限公司龜山廠,桃園市龜山區大坑里南上路五二二號,M01,M01 - 印刷電路板製造程序; M02 - 金屬電鍍處理程序,操作,環空操證字第H6825-04號; 環空操證字第H4640-05號,,119/11/02
H4888966,桃園市,東鏘工業股份有限公司龜山廠,桃園市龜山區大華里頂湖路六九號,M01,M01 - 膠帶業製造,操作,環空操證字第H4046-05號,,119/12/04
H4889310,桃園市,欣興電子股份有限公司精密載板事業部一廠,桃園市龜山區山頂里山鶯路一七五、一七五之一號,M01,M01 - 印刷電路板製造程序; M02 - 熱媒加熱程序; M03 - 鍋爐蒸氣產生程序,操作,環空操證字第H7064-02號; 環空操證字第H7063-01號; 環空操證字第H7198-01號,,117/05/22
H4889454,桃園市,台灣美光晶圓科技股份有限公司一廠,桃園市龜山區文化里復興三路六六七號、六六九號及科技八路五號,M01,M01 - 積體電路製造程序; M02 - 鍋爐蒸氣產生程序,操作,環空操證字第H4016-21號; 環空操證字第H7481-00號,,119/08/28
H4889712,桃園市,長庚醫療財團法人桃園長庚紀念醫院,桃園市龜山區舊路里頂湖路一二三、一二三之一號,M01,M01 - 鍋爐蒸氣產生程序,操作,環空操證字第H7411-00號,,118/10/20
H4889838,桃園市,閎洋科技股份有限公司,桃園市龜山區山頂里山鶯路一五六之一號,M01,M01 - 廢棄物化學處理程序,操作,環空操證字第H4652-07號,,116/10/07
H4889856,桃園市,晨光興業有限公司,桃園市龜山區山頂里山鶯路三二六、三二六之二號,M01,M01 - 印染整理程序; M03 - 鍋爐蒸氣產生程序; M04 - 鍋爐蒸氣產生程序,"操作, 操作及燃料",環空操證字第H3909-04號; 環空操證字第H7269-00號; 											(燃證字第H376-00號); 環空操證字第H7348-00號,,118/04/21
H4895112,桃園市,廣達電腦股份有限公司總廠,桃園市龜山區文化里文化二路一八八號一樓、二樓、三樓、四樓、五樓及地下層,M01,M01 - 有機溶劑作業程序,操作,環空操證字第H7030-00號,,116/04/27
H4895229,桃園市,中環股份有限公司林口二廠,桃園市龜山區文化里文化二路二一五號,M01,M01 - 光碟片製造程序,操作,環空操證字第H6451-04號,,118/01/10
H4895345,桃園市,明基材料股份有限公司桃園廠,桃園市龜山區山頂里建國東路二九號,M03,M03 - 鍋爐蒸氣產生程序; M04 - 其他光電材料及元件製造程序; M05 - 醫療器材及用品製造程序,操作,環空操證字第H3901-13號; 環空操證字第H7118-02號; 環空操證字第H6097-03號,,118/11/14
H48A0498,桃園市,磐采股份有限公司二廠,桃園市龜山區樂善里文明路七二之一號,M01,M01 - 印刷油墨化學原料製造程序,操作,環空操證字第H7410-00號,,118/10/20
H48A0656,桃園市,東庭橡膠股份有限公司龜山廠,桃園市龜山區兔坑里一五鄰茶專一街六六巷三號,M01,M01 - 其他橡膠製品製造程序,操作,環空操證字第H7280-00號,,117/12/14
H48A1090,桃園市,尚佳纖維股份有限公司,桃園市龜山區福源里一四鄰湖山街一八○巷一弄一○號,M01,M01 - 印染整理程序; M03 - 熱媒加熱程序; M04 - ＰＵ皮製造程序,操作,環空操證字第H6580-01號; 環空操證字第H6565-02號; 環空操證字第H6104-03號,,118/09/13
H48A1179,桃園市,高晉實業有限公司,桃園市龜山區嶺頂里茶專路一○號,M01,M01 - 塗料製造程序,操作,環空操證字第H5665-02號,,119/08/24
H48A1228,桃園市,華成橡膠工業有限公司,桃園市龜山區嶺頂里茶專路二之一號,M01,M01 - 其他橡膠製品製造程序,操作,環空操證字第H4766-03號,,118/08/24
H48A1397,桃園市,瑞怡造漆有限公司桃園廠,桃園市龜山區山頂里山鶯路一七一之一、一七一之五號,M01,M01 - 塗料製造程序,操作,環空操證字第H4952-04號,,119/12/17
H48A1812,桃園市,迎廣科技股份有限公司南上廠,桃園市龜山區南美里南上路三五○巷六九號,M01,M01 - 金屬表面塗裝程序,操作,環空操證字第H6924-00號,,115/06/04
H48A1951,桃園市,璦司柏電子股份有限公司,桃園市龜山區大坑里南上路五二六號,M01,M01 - 印刷電路板製造程序,操作,環空操證字第H4957-02號,,115/09/17
H48A2781,桃園市,唯誠工業有限公司,桃園市龜山區大華里頂湖路五之九號,M01,M01 - 灰鐵鑄造程序,操作,環空操證字第H5136-02號,,115/08/07
H48A3145,桃園市,第一化粧品廠股份有限公司桃園廠,桃園市龜山區文化里華亞一路三二號及三二號三樓,M01,M01 - 清潔劑(洗劑)製造程序,操作,環空操證字第H5048-04號,,120/01/23
H48A3878,桃園市,東金電機有限公司,桃園市龜山區福源里湖山街一八○巷七九號(一、三、四樓),M01,M01 - 金屬表面塗裝程序,操作,環空操證字第H7344-00號,,118/04/30
H48A3898,桃園市,彩德塑膠股份有限公司龜山廠,桃園市龜山區萬壽路一段五五一巷一四號,M01,M01 - 押出成型程序,操作,環空操證字第H5106-02號,,115/05/07
H48A4292,桃園市,政雄橡膠工業股份有限公司,桃園市龜山區文化里頂湖一街六七巷一一號,M01,M01 - 其他橡膠製品製造程序,操作,環空操證字第H6099-01號,,116/04/02
H48A4915,桃園市,摩太科技股份有限公司總廠,桃園市龜山區大坑里南上路四九三巷三號,M01,M01 - 印刷電路板製造程序,操作,環空操證字第H7374-00號,,118/07/14
H48A5072,桃園市,惠川企業有限公司龜山廠,桃園市龜山區大坑里南上路三五三號,M01,M01 - 押出成型程序,操作,環空操證字第H7092-00號,,116/09/14
H48A5260,桃園市,金冠全有限公司龜山廠,桃園市龜山區兔坑里大同路九五一之二號,M01,M01 - 押出成型程序,操作,環空操證字第H6371-02號,,117/09/09
H48A6426,桃園市,屹信科技有限公司,桃園市龜山區山頂里建國東路三四號四樓,M01,M01 - ＰＵ皮製造程序,操作,環空操證字第H5434-07號,,117/01/15
H48A7593,桃園市,元太科技工業股份有限公司林口廠,桃園市龜山區文化里華亞二路一九九號,M01,M01 - 染料製造程序,操作,環空操證字第H7243-00號,,117/10/01
H48A7682,桃園市,欣興電子股份有限公司精密載板事業部二廠,桃園市龜山區山頂里山鶯路一七三、一七三之九號,M01,M01 - 印刷電路板製造程序; M02 - 鍋爐蒸氣產生程序,操作,環空操證字第H6622-04號; 環空操證字第H5679-03號,,119/09/16
H48A7870,桃園市,白金科技股份有限公司,桃園市龜山區文化里科技二路三七號,M01,M01 - 其他光學儀器及設備製造程序,操作,環空操證字第H5537-03號,,118/10/03
H48A8957,桃園市,合利精密有限公司,桃園市龜山區南上里民生北路一段二五六巷六弄六號,M01,M01 - 印刷電路板製造程序,操作,環空操證字第H6771-03號,,119/08/02
H48A9004,桃園市,蓬銘企業有限公司龜山廠,桃園市龜山區大華里頂湖二街六五巷一五弄一一號一樓,M01,M01 - 鋁鑄造製造程序,操作,環空操證字第H7042-00號,,116/06/09
H48A9470,桃園市,欣興電子股份有限公司山鶯文華廠,桃園市龜山區山頂里山鶯路文華巷一號(一、二樓),M01,M01 - 印刷電路板製造程序,操作,環空操證字第H5681-06號,,115/06/29
H48A9688,桃園市,鑫光金屬工業股份有限公司桃園廠,桃園市龜山區兔坑里大同路八四一巷一號、七號,M01,M01 - 其他金屬熱處理程序; M02 - 金屬噴磨（噴砂）處理程序,操作,環空操證字第H5795-03號; 環空操證字第H6997-00號,,117/05/09
H48A9698,桃園市,祥元企業股份有限公司,桃園市龜山區福源里湖山街三○○號,M01,M01 - 塗料製造程序,操作,環空操證字第H5614-02號,,119/02/20
H48B0257,桃園市,國順預拌混凝土股份有限公司龍華廠,桃園市龜山區龍壽里龍校街三二巷四○號,M01,M01 - 混凝土拌合程序,操作,環空操證字第H5780-03號,,115/04/06
H48B0316,桃園市,台達電子工業股份有限公司桃園五廠,桃園市龜山區山頂里山鶯路二六八號,M01,M01 - 其他電池製造程序; M02 - 鍋爐蒸氣產生程序,操作,環空操證字第H5794-03號; 環空操證字第H5793-01號,,119/02/13
H48B0554,桃園市,穩懋半導體股份有限公司龜山廠,桃園市龜山區山頂里山鶯路二○○之五號、建國東路三八號,M01,M01 - 積體電路製造程序,操作,環空操證字第H6627-03號,,119/01/19
H48B1215,桃園市,六上實業股份有限公司龜山二廠,桃園市龜山區舊路里振興路三八三號,M01,M01 - ＰＵ皮製造程序,操作,環空操證字第H6750-02號,,119/07/01
H48B1998,桃園市,華強實業股份有限公司桃園廠,桃園市龜山區山頂里興邦路三五之一號,M01,M01 - 其他清潔用品製造程序,操作,環空操證字第H6140-03號,,116/06/19
H48B2451,桃園市,科范電子有限公司,桃園市龜山區嶺頂里茶專路一五號,M01,M01 - 印刷電路板製造程序,操作,環空操證字第H7349-00號,,118/04/21
H48B2570,桃園市,高等工業股份有限公司龜山廠,桃園市龜山區兔坑里茶專一街六○巷三二號,M01,M01 - 其他耐火材料製造程序,操作,環空操證字第H6250-01號,,117/02/07
H48B2976,桃園市,原色油墨有限公司,桃園市龜山區南上里民生北路一段四○之二號四樓之一,M01,M01 - 印刷油墨化學原料製造程序,操作,環空操證字第H6866-00號,,115/01/27
H48B3786,桃園市,力宇彩藝有限公司,桃園市龜山區新嶺里寶石街六○弄一二之一號三樓,M01,M01 - 塑膠品塗裝程序,操作,環空操證字第H7231-01號,,117/08/13
H48B3845,桃園市,瑞興工業股份有限公司二廠,桃園市龜山區大華里頂湖路五一號,M01,M01 - 押出成型程序,操作,環空操證字第H6234-01號,,117/01/11
H48B4120,桃園市,睿品工業有限公司,桃園市龜山區新路里自強南路七二二號(一樓),M01,M01 - 金屬電鍍處理程序,操作,環空操證字第H7480-00號,,119/09/11
H48B4497,桃園市,立昌先進科技股份有限公司龜山二廠,桃園市龜山區山頂里山鶯路三四○巷一號(一、二樓及夾層),M01,M01 - 電容器製造程序,操作,環空操證字第H6498-02號,,118/04/07
H48B6522,桃園市,欣興電子股份有限公司山鶯二廠,桃園市龜山區山頂里山鶯路一六九號、一六九之二號,M02,M02 - 印刷電路板製造程序,操作,環空操證字第H7117-02號,,116/11/06
H48B7956,桃園市,英屬開曼群島商宸大科技股份有限公司台灣分公司,桃園市龜山區文化里一九鄰華亞二路二二二號(一樓),M01,M01 - 鞋底製造程序,操作,環空操證字第H6853-02號,,119/12/25
H48B8697,桃園市,創唯達科技股份有限公司,桃園市龜山區樂善里文工一路三一八號三樓,M01,M01 - 金屬電著塗裝處理程序,操作,環空操證字第H7125-01號,,116/11/20
H48B9526,桃園市,鎰勝工業股份有限公司,桃園市龜山區大華里頂湖路五○號,M01,M01 - 其他電線及電纜（含光纖電纜）製造程序,操作,環空操證字第H6943-00號,,115/08/17
H48B9556,桃園市,米鑫有限公司,桃園市龜山區大華里頂湖路九之五號（二樓）,M01,M01 - 其他金屬表面處理程序,操作,環空操證字第H7091-01號,,116/09/11
H48B9784,桃園市,訊凱國際股份有限公司龜山廠,桃園市龜山區大崗里頂湖三街七號,M01,M01 - 金屬表面清洗程序,設置,環空設證字第H5296-00號,,116/07/19
H48C0412,桃園市,鼎富金屬有限公司,桃園市龜山區褔源里湖山街一八○巷一一○號,M01,M01 - 鋁二級冶煉程序,操作,環空操證字第H7426-00號,,118/11/15
H48C1757,桃園市,全信油漆有限公司,桃園市龜山區南上里民生北路一段二九二巷五號(一樓),M01,M01 - 油漆化學製造程序,操作,環空操證字第H7158-00號,,117/03/16
H48C3357,桃園市,鴻嘉彩藝印刷股份有限公司,桃園市龜山區兔坑里茶專路一四七號地下一樓、一四七號二樓、一四七之一號地下一樓、一四七之二號地下一樓,M01,M01 - 平版印刷作業程序,操作,環空操證字第H7454-00號,,119/05/01
H48C3911,桃園市,山虹科技有限公司忠義廠,桃園市龜山區忠義路二段三五八之六號,M01,M01 - 金屬電鍍處理程序,操作,環空操證字第H7369-00號,,118/06/30
H48C5363,桃園市,照敏企業股份有限公司龜山廠,桃園市龜山區南美街一○八號及一○八號二樓、三樓、四樓,M01,M01 - 印刷電路板製造程序,操作,環空操證字第H7474-00號,,119/07/31
H48C5452,桃園市,陞聚科技股份有限公司,桃園市龜山區大華里頂湖路九之三號(五樓),M01,M01 - 其他化學製品製造程序,操作,環空操證字第H7482-00號,,119/10/01
H48C5630,桃園市,一聯科技有限公司頂湖廠,桃園市龜山區大華里頂湖十一街八號,M01,M01 - 膠帶業製造,設置,環空設證字第H5484-00號,,119/01/21
H48C6034,桃園市,翔翊通運股份有限公司,桃園市龜山區龍壽段九○一地號,M01,M01 - 混凝土拌合程序,設置,環空設證字第H5464-00號,,118/09/26
H48C6193,桃園市,銳捷科技股份有限公司將軍廠,桃園市龜山區山鶯路一五六之三號二樓及三樓,M01,M01 - 印刷電路板製造程序,設置,環空設證字第H5487-00號,,119/02/16
H48C7686,桃園市,育隆造漆工業股份有限公司,桃園市龜山區南上里大坑路一段一八巷三號,M01,M01 - 油漆化學製造程序,設置,環空設證字第H5537-00號,,119/12/25
