ems_no,county,company_name,address,process_id,process_name,category,permit_no,effective_date,expiry_date
F0900410,新北市,大同股份有限公司三峽廠,新北市三峽區溪東里溪東路三五二號,M01,M01 - 灰鐵鑄造程序; M41 - 鋁鑄造製造程序; M42 - 金屬噴磨（噴砂）處理程序; M59 - 金屬表面塗裝程序; M61 - 金屬表面塗裝程序; M65 - 鋁鑄造製造程序,操作,新北市環操證字第F0046-13號; 新北市環操證字第F0694-09號; 新北市環操證字第F0695-09號; 新北市環操證字第F1966-07號; 新北市環操證字第F0747-10號; 新北市環操證字第F0751-08號,,119/03/02
F0900429,新北市,承德油脂股份有限公司,新北市三峽區添福里添福一二、一二之一號,M04,M04 - 其他酯類化學製造程序,操作及燃料,新北市環操證字第F1619-06號; 											(新北市燃使證字第F013-02號),,119/08/18
F0900670,新北市,德侑股份有限公司,新北市三峽區溪東路三三八巷一、三六號,M02,M02 - 布疋貼合加工程序; M03 - 印染整理程序,操作,新北市環操證字第F1965-02號; 新北市環操證字第F2008-03號,,117/09/10
F0900741,新北市,國家中山科學研究院系統製造中心,新北市三峽區中正路三段一號,M02,M02 - 鍋爐蒸氣產生程序,操作,新北市環操證字第F1072-07號,,117/03/03
F0900929,新北市,銀隆化工股份有限公司三峽廠,新北市三峽區成福里成福路一○五巷九號,M01,M01 - 界面活性劑化學製造程序,操作,新北市環操證字第F1865-04號,,118/03/10
F0900983,新北市,裕成工業股份有限公司第一工廠,新北市三峽區介壽路三段二三五巷五號,M01,M01 - 混凝土拌合程序,操作,新北市環操證字第F0773-08號,,119/03/07
F0901159,新北市,松益化工股份有限公司,新北市三峽區添福里添福四八之一號,M01,M01 - 鍋爐蒸氣產生程序; M02 - 其他基本化學材料製造程序,操作,新北市環操證字第F0027-10號; 新北市環操證字第F1575-08號,,119/02/17
F0901355,新北市,合興預拌混凝土股份有限公司預拌廠,新北市三峽區二鬮里中正路三段一九六號,M01,M01 - 混凝土拌合程序; M02 - 堆置場作業程序,操作,新北市環操證字第F1443-08號; 新北市環操證字第F1568-07號,,119/09/19
F0901613,新北市,富吉炭素股份有限公司,新北市三峽區中正里正義街一五一號,M01,M01 - 粉末冶金程序,操作,新北市環操證字第F0443-13號,,117/12/16
F0901828,新北市,共益水泥製品廠,新北市三峽區溪北里介壽路三段一五四號,M01,M01 - 水泥製品製造程序,操作,新北市環操證字第F1148-06號,,119/08/01
F0901908,新北市,永明水泥製品廠股份有限公司,新北市三峽區龍福段二二六之一地號,M03,M03 - 混凝土拌合程序,操作,新北市環操證字第F1997-04號,,118/10/01
F0902012,新北市,蘭陽開發工業股份有限公司,新北市三峽區嘉添里白雞五五之一號,M03,M03 - 鍋爐蒸氣產生程序,操作及燃料,新北市環操證字第F1754-04號; 											(新北市燃使證字第F008-01號),,114/12/21
F0902183,新北市,鈜源精密工業股份有限公司,新北市三峽區添福里添福五九號之五,M01,M01 - 鋅合金壓鑄件製造程序,操作,新北市環操證字第F2182-00號,,117/09/04
F0902843,新北市,美盛堂化工有限公司,新北市三峽區嘉添里白雞六四之一一號,M01,M01 - 皂膏製造程序,操作,新北市環操證字第F1837-03號,,116/11/06
F0905139,新北市,強志實業有限公司,新北市三峽區成福里成福路一○五巷一七號,M01,M01 - 其他合成樹脂或塑膠製造程序,操作,新北市環操證字第F2143-01號,,117/01/04
F0905460,新北市,裕成工業股份有限公司第三工廠,新北市三峽區溪北里溪北段一○七三、一○七五、一○八○、一○八五地號（聯絡地址：新北市三峽區介壽路三段二三五巷七號,M01,M01 - 堆置場作業程序,操作,新北市環操證字第F1541-05號,,117/06/20
F0905568,新北市,海山精密工業股份有限公司三峽廠,新北市三峽區添福里添福五九之六號,M01,M01 - 鋼鑄造程序,操作,新北市環操證字第F2155-01號,,117/03/01
F0905602,新北市,捷美企業有限公司二廠,新北市三峽區溪東里溪東路三一五巷三弄一九號一樓,M01,M01 - 印刷油墨化學原料製造程序,操作,新北市環操證字第F1592-06號,,116/09/19
F0905611,新北市,嘉聖金屬有限公司三峽廠,新北市三峽區二鬮里中正路三段一七六號,M01,M01 - 灰鐵鑄造程序,操作,新北市環操證字第F1612-04號,,115/05/11
F0905719,新北市,亞暉企業股份有限公司,新北市三峽區龍埔里三樹路二七四號、二七六號、二七八號,M01,M01 - 工業用橡膠製品製造程序,操作,新北市環操證字第F2083-00號,,115/03/24
F09A0362,新北市,全新包裝工業股份有限公司,新北市三峽區大埔里大埔路三三巷七號,M01,M01 - 膠帶業製造,操作,新北市環操證字第F1672-08號,,119/03/09
F09A0401,新北市,磬豐國際股份有限公司三峽廠,新北市三峽區溪北里介壽路三段二三三巷二之一號,M01,M01 - 混凝土拌合程序,操作,新北市環操證字第F1720-06號,,118/12/02
F09A1459,新北市,兆鴻印刷科技有限公司三峽廠,新北市三峽區添福里添福一四之三八號,M01,M01 - 平版印刷作業程序,操作,新北市環操證字第F1759-04號,,119/07/21
F09A1528,新北市,岳峰精密化學股份有限公司橫溪廠,新北市三峽區成福路一○五巷三六號一樓,M01,M01 - 塗料製造程序,操作,新北市環操證字第F2130-01號,,116/09/01
F09A1677,新北市,聯佶實業股份有限公司三峽廠,新北市三峽區成福里成福段小暗坑小段六三四地號,M01,M01 - 混凝土拌合程序,操作,新北市環操證字第F1789-04號,,119/05/03
F09A2021,新北市,廣鑫科技股份有限公司,新北市三峽區添福里添福五九之三號二樓,M01,M01 - 印刷油墨化學原料製造程序,操作,新北市環操證字第F2033-01號,,118/07/16
F09A3148,新北市,宗記營建剩餘土石方資源處理場,新北市三峽區溪北段○八八三、○八八四、○八九八、○九○二、○九一三、○九一四、○九一七、○九一八、○九一九、○九二八、○九二九、○九三○、○九三一、○九三二、○九三三、○九三四、○九三五、○九三六、○九三七、○九三八及○九三九地號等二一筆土地,M01,M01 - 堆置場作業程序,操作,新北市環操證字第F1926-05號,,115/10/04
F09A3257,新北市,協利泡綿有限公司,新北市三峽區竹崙里紫新路二六巷一一號,M01,M01 - 其他合成樹脂或塑膠製造程序,操作,新北市環操證字第F2174-00號,,117/06/19
F09A3663,新北市,泉碩科技股份有限公司,新北市三峽區添福七號,M01,M01 - 其他塑膠製品製造程序,操作,新北市環操證字第F1934-02號,,115/03/16
F09A5352,新北市,一禾泰興業有限公司,新北市三峽區成福里成福路一○五巷二九號,M01,M01 - 動物油處理製造程序,操作,新北市環操證字第F1975-01號,,116/06/12
F09A5659,新北市,寰冠科技股份有限公司,新北市三峽區安坑里安坑七○之二號,M01,M01 - 混凝土拌合程序,操作,新北市環操證字第F1973-03號,,118/12/21
F09A8089,新北市,永瀚金屬有限公司,新北市三峽區大埔里中園街一○四之五號一樓,M01,M01 - 其他基本金屬鑄造製造程序,操作,新北市環操證字第F2055-01號,,119/06/21
F09A9304,新北市,欣鉅興科技股份有限公司,新北市三峽區介壽里介壽路一段四一二巷一九號一、二、三樓,M01,M01 - 印刷電路板製造程序,操作,新北市環操證字第F2181-01號,,117/08/10
F09A9780,新北市,聯雅工業股份有限公司,新北市三峽區溪北里橫溪路九七號、九七之一號一樓,M01,M01 - 其他橡膠製品製造程序,操作,新北市環操證字第F2177-00號,,117/07/12
F09A9839,新北市,新北市有機廢棄物集中處理再利用廠,新北市三峽區山員潭子段六一之九地號,M01,M01 - 廢棄物熱處理（焚化處理除外）程序,操作,新北市環操證字第F2234-00號,,119/01/02
F09A9928,新北市,東徽有限公司,新北市三峽區成福里成福路一○五巷一○號一樓,M01,M01 - 其他橡膠製品製造程序,設置,新北市環設證字第F1272-00號,,117/03/09
F09B0171,新北市,丹露有限公司,新北市三峽區介壽里介壽路一段四二○巷一二號一樓,M01,M01 - 其他食品製造程序,設置,新北市環設證字第F1313-00號,,117/11/29
F0101695,新北市,雄獅鉛筆廠股份有限公司,新北市板橋區長安里中山路一段一八六號,M02,M02 - 木製品塗裝程序,操作,新北市環操證字第F0401-08號,,117/06/10
F0106350,新北市,伍弘實業有限公司,新北市板橋區成和里大觀路三段三六巷八九弄八號,M01,M01 - 飼料製造程序,操作,新北市環操證字第F1276-08號,,119/02/19
F01B9935,新北市,益同商行,新北市板橋區浮洲里大觀路一段二八巷一○八之一號一樓,M01,M01 - 動物油處理製造程序,操作,新北市環操證字第F1989-02號,,115/02/21
F01C8875,新北市,鴻福食品工廠有限公司,新北市板橋區金門街三六九巷六三之一號(前段),M01,M01 - 其他食品製造程序,操作,新北市環操證字第F2097-00號,,115/09/16
F0800111,新北市,六志工業股份有限公司,新北市鶯歌區甲三街一七號,M01,M01 - 陶土／黏土加工處理程序; M02 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F0068-08號; 新北市環操證字第F1346-07號,,118/01/23
F0800193,新北市,三友陶磁股份有限公司大湖廠,新北市鶯歌區中湖里大湖路一三五、一三七號,M01,M01 - 陶瓷製品濕式成型製造程序,操作,新北市環操證字第F0180-07號,,119/09/21
F0800264,新北市,五福窯業有限公司,新北市鶯歌區大湖里大湖路八五巷二號,M01,M01 - 陶瓷製品濕式成型製造程序,操作,新北市環操證字第F0335-06號,,116/09/20
F0800317,新北市,中國砂輪企業股份有限公司鶯歌廠,新北市鶯歌區中山路六四號,M01,M01 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F0279-12號,,119/10/26
F0800344,新北市,大千瀝青拌合廠股份有限公司,新北市鶯歌區建德里中正一路阿四巷四之二號,M01,M01 - 瀝青混凝土製造程序,操作,新北市環操證字第F0044-08號,,116/07/06
F0800353,新北市,大山瀝青拌合廠股份有限公司,新北市鶯歌區中正一路阿四巷五號,M01,M01 - 瀝青混凝土製造程序; M02 - 堆置場作業程序,操作,新北市環操證字第F0043-10號; 新北市環操證字第F1281-06號,,119/11/10
F0800399,新北市,協裕窯業股份有限公司,新北市鶯歌區二橋里中正三路二八二巷二○號,M01,M01 - 陶土／黏土加工處理程序; M02 - 陶瓷製品乾式成型製造程序; M03 - 其他非金屬礦物製品製造程序; M04 - 堆置場作業程序,操作,新北市環操證字第F0117-09號; 新北市環操證字第F1285-08號; 新北市環操證字第F1412-06號; 新北市環操證字第F1598-04號,,118/03/20
F0800433,新北市,福和窯業股份有限公司,新北市鶯歌區南靖里文化路三二四巷二三之一號,M01,M01 - 陶土／黏土加工處理程序,操作,新北市環操證字第F0130-08號,,116/09/16
F0800442,新北市,國聯窯業股份有限公司,新北市鶯歌區永吉里鶯桃路二八五巷三五號,M01,M01 - 陶土／黏土加工處理程序; M02 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F0126-07號; 新北市環操證字第F1474-06號,,118/03/05
F0800586,新北市,合豐瀝青股份有限公司,新北市鶯歌區建德里中正一路阿四巷四之四號,M02,M02 - 堆置場作業程序,操作,新北市環操證字第F1488-09號,,115/08/10
F0800620,新北市,嘉寶自然工業股份有限公司鶯桃廠,新北市鶯歌區鳳鳴里福安街一號,M01,M01 - 陶瓷製品乾式成型製造程序; M02 - 有機溶劑作業程序,操作,新北市環操證字第F1636-06號; 新北市環操證字第F2087-00號,,117/01/16
F0800666,新北市,富昇塗料股份有限公司鶯歌廠,新北市鶯歌區永吉里德昌街一八七號,M01,M01 - 塗料製造程序,操作,新北市環操證字第F0376-09號,,119/01/12
F0800719,新北市,大光高級耐火廠股份有限公司,新北市鶯歌區永吉里鶯桃路二九六巷五六號,M01,M01 - 輕質耐火物製造程序,操作,新北市環操證字第F0220-11號,,119/03/30
F0800835,新北市,名坊紙業股份有限公司,新北市鶯歌區二橋里中正三路一五六巷六一號,M01,M01 - 鍋爐蒸氣產生程序,操作,新北市環操證字第F0658-06號,,119/10/26
F0800988,新北市,潮輝陶磁股份有限公司,新北市鶯歌區二橋里中正三路二八五巷二號,M01,M01 - 陶土／黏土加工處理程序; M02 - 堆置場作業程序,操作,新北市環操證字第F0030-07號; 新北市環操證字第F0691-05號,,116/11/26
F0801421,新北市,和成欣業股份有限公司二廠,新北市鶯歌區尖山里八德路一號,M01,M01 - 銅鑄造製造程序; M03 - 金屬表面研磨程序,操作,新北市環操證字第F0053-08號; 新北市環操證字第F1548-06號,,119/12/11
F0801476,新北市,三洋窯業股份有限公司第二廠,新北市鶯歌區鳳祥里鶯桃路三六五巷三九號,M01,M01 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F0066-10號,,119/09/08
F0801485,新北市,金陶窯業股份有限公司,新北市鶯歌區中湖里大湖路一二三號,M03,M03 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F1202-03號,,115/02/03
F0801547,新北市,福誠股份有限公司,新北市鶯歌區南靖里文化路三二四巷二三號,M01,M01 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F0134-07號,,119/03/08
F0801583,新北市,高世紀工業股份有限公司,新北市鶯歌區八德路三之一號,M01,M01 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F0102-10號,,118/07/08
F0801627,新北市,源生陶瓷股份有限公司,新北市鶯歌區中湖里大湖路三二三號,M01,M01 - 陶土／黏土加工處理程序; M02 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F0081-11號; 新北市環操證字第F0888-06號,,117/08/04
F0801672,新北市,裕邦窯業股份有限公司,新北市鶯歌區尖山里八德路三之三號,M01,M01 - 陶土／黏土加工處理程序; M02 - 陶瓷製品乾式成型製造程序; M03 - 堆置場作業程序,操作,新北市環操證字第F0064-09號; 新北市環操證字第F1222-09號; 新北市環操證字第F0503-07號,,118/02/25
F0801681,新北市,宏洲窯業股份有限公司,新北市鶯歌區二橋里中正三路二三○巷一四、一四之一、一六、一八號,M01,M01 - 陶土／黏土加工處理程序,操作,新北市環操證字第F0054-06號,,116/02/27
F0801707,新北市,三洋窯業股份有限公司,新北市鶯歌區尖山里八德路一六號,M01,M01 - 陶土／黏土加工處理程序; M02 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F0106-14號; 新北市環操證字第F1358-10號,,116/10/02
F0801743,新北市,富源磁器股份有限公司,新北市鶯歌區永昌里鶯桃路六○、六○之一號,M01,M01 - 陶土／黏土加工處理程序; M02 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F0128-08號; 新北市環操證字第F0129-08號,,119/06/20
F0801805,新北市,忠建工業股份有限公司,新北市鶯歌區大湖里大湖路三三五號,M01,M01 - 瀝青混凝土製造程序; M03 - 堆置場作業程序,操作,新北市環操證字第F1342-09號; 新北市環操證字第F1391-04號,,119/11/16
F0801878,新北市,弘松窯業股份有限公司,新北市鶯歌區東湖里東湖路三六號,M01,M01 - 陶土／黏土加工處理程序; M03 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F0026-15號; 新北市環操證字第F1564-12號,,117/09/23
F0801896,新北市,益邦石膏股份有限公司,新北市鶯歌區文化路六六七號,M01,M01 - 廢石膏再利用程序,操作,新北市環操證字第F1022-06號,,115/06/01
F0801949,新北市,凱洋企業股份有限公司,新北市鶯歌區二橋里中正三路三三五巷一六號,M01,M01 - 陶瓷衛浴設備製造程序,操作,新北市環操證字第F2032-02號,,118/05/19
F0802133,新北市,張瑞芳企業股份有限公司,新北市鶯歌區南靖里文化路四二七之四、之五號,M01,M01 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F1945-04號,,115/01/14
F0802268,新北市,統帥窯業股份有限公司,新北市鶯歌區二甲里甲一街六五號,M01,M01 - 陶土／黏土加工處理程序; M03 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F0090-09號; 新北市環操證字第F1364-07號,,118/10/01
F0802464,新北市,永晟實業股份有限公司,新北市鶯歌區北鶯里中正一路二六九巷三二號,M01,M01 - 陶瓷製品乾式成型製造程序; M02 - 陶土／黏土加工處理程序,操作,新北市環操證字第F0145-08號; 新北市環操證字第F1436-07號,,118/01/12
F0802553,新北市,全泰耐火陶瓷工業股份有限公司,新北市鶯歌區鳳鳴里永和街二○○號,M01,M01 - 陶土／黏土加工處理程序; M02 - 堆置場作業程序,操作,新北市環操證字第F0243-07號; 新北市環操證字第F1651-05號,,116/07/10
F0802704,新北市,昆成窯業股份有限公司,新北市鶯歌區北鶯里中正一路三○一之一號,M01,M01 - 工業用陶瓷製品製造程序,操作,新北市環操證字第F1542-05號,,119/05/10
F0802740,新北市,承元窯業股份有限公司,新北市鶯歌區東湖路二五號一樓,M01,M01 - 耐火磚製造程序,操作,新北市環操證字第F0277-10號,,116/07/24
F0802811,新北市,宏昌橡膠工業有限公司,新北市鶯歌區鳳鳴里福安街三四號,M01,M01 - 其他橡膠製品製造程序,操作,新北市環操證字第F1192-06號,,119/07/25
F0802857,新北市,華泰窯業股份有限公司,新北市鶯歌區東湖里東湖路一四之一號,M02,M02 - 陶土／黏土加工處理程序; M03 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F0470-07號; 新北市環操證字第F0471-07號,,115/04/05
F0802866,新北市,隆昌窯業股份有限公司二廠,新北市鶯歌區永昌里鶯桃路四一號,M01,M01 - 陶瓷衛浴設備製造程序,操作,新北市環操證字第F2073-02號,,119/11/01
F0802884,新北市,元泰窯業股份有限公司,新北市鶯歌區八德路三之三號一樓,M01,M01 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F0389-08號,,115/06/01
F0802946,新北市,同欣電子工業股份有限公司台北工廠,新北市鶯歌區鳳祥里鶯桃路三六五巷五五號,M01,M01 - 印刷電路板製造程序; M02 - 印刷電路板製造程序,操作,新北市環操證字第F1359-11號; 新北市環操證字第F1495-07號,,118/08/12
F0803023,新北市,良和造漆股份有限公司二廠,新北市鶯歌區二橋里中正三路二四七巷七一號,M01,M01 - 油漆化學製造程序,操作,新北市環操證字第F1566-05號,,119/10/02
F0803149,新北市,長鼎工業股份有限公司鶯歌廠,新北市鶯歌區永吉里德昌街二○一號,M01,M01 - 堆置場作業程序,操作,新北市環操證字第F1537-04號,,116/09/22
F0803201,新北市,營億膠業有限公司鶯歌廠,新北市鶯歌區中湖里大湖路一八五巷九弄六號,M01,M01 - 其他橡膠製品製造程序,操作,新北市環操證字第F2016-01號,,117/11/25
F0807870,新北市,台灣砂輪工業股份有限公司,新北市鶯歌區中湖里大湖路五六巷一六號,M01,M01 - 工業用陶瓷製品製造程序,操作,新北市環操證字第F2105-01號,,115/11/23
F0808055,新北市,訢成企業股份有限公司,新北市鶯歌區西湖街二八九巷一二號,M01,M01 - 鍋爐蒸氣產生程序; M03 - 印染整理程序,操作,新北市環操證字第F1454-05號; 新北市環操證字第F1675-05號,,117/10/22
F0808144,新北市,建輻慶企業股份有限公司,新北市鶯歌區中湖里大湖路二一二號,M01,M01 - 金屬表面塗裝程序,操作,新北市環操證字第F1350-05號,,115/05/11
F0808251,新北市,優加力實業有限公司鶯歌廠,新北市鶯歌區東湖里東湖路二四之一號,M01,M01 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F1483-07號,,116/06/05
F0813770,新北市,鑫翔益興業股份有限公司,新北市鶯歌區鶯桃路二一五號,M01,M01 - 鍋爐蒸氣產生程序; M02 - 印染整理程序,操作,新北市環操證字第F1713-04號; 新北市環操證字第F1714-06號,,116/09/13
F0813805,新北市,福鑫興業有限公司,新北市鶯歌區二橋里中正三路二三○巷一○號,M01,M01 - 印染整理程序; M04 - 鍋爐蒸氣產生程序,操作,新北市環操證字第F1902-03號; 新北市環操證字第F1880-02號,,119/05/10
F0813850,新北市,全民企業社,新北市鶯歌區尖山里尖山堆段三五四、五八○地號,M01,M01 - 堆置場作業程序,操作,新北市環操證字第F1792-03號,,115/02/03
F0814419,新北市,廉大塑膠有限公司鶯歌廠,新北市鶯歌區中湖里大湖路一九三號,M01,M01 - 押出成型程序,操作,新北市環操證字第F1700-05號,,116/06/21
F0814491,新北市,長惟工業營建剩餘土石方資源處理場,新北市鶯歌區橋子頭三段○二七四之○○○○地號,M01,M01 - 堆置場作業程序,操作,新北市環操證字第F1606-06號,,116/04/27
F0814599,新北市,友勵企業有限公司永昌廠,新北市鶯歌區永昌里永昌街八六號,M01,M01 - 印刷電路板製造程序,操作,新北市環操證字第F1725-05號,,119/01/13
F0814777,新北市,陽光城市開發股份有限公司鶯歌廠,新北市鶯歌區二橋里中正三路一五六巷二二號,M01,M01 - 堆置場作業程序,操作,新北市環操證字第F1836-04號,,115/12/14
F0814928,新北市,金品金屬工業股份有限公司一廠,新北市鶯歌區永吉里德昌二街七二號,M01,M01 - 灰鐵鑄造程序,操作,新北市環操證字第F1701-04號,,117/03/30
F08A1395,新北市,環菖企業有限公司鶯歌廠,新北市鶯歌區鳳鳴里鳳鳴路三○號,M01,M01 - 押出成型程序,操作,新北市環操證字第F1967-01號,,116/02/20
F08A2066,新北市,台富水泥製品股份有限公司鶯歌廠,新北市鶯歌區東湖里東湖路一四號,M01,M01 - 水泥製品製造程序,操作,新北市環操證字第F1874-03號,,118/01/22
F08A3262,新北市,隆池工業股份有限公司,新北市鶯歌區二橋里中正三路一五六巷五七號,M01,M01 - 工業用陶瓷製品製造程序,操作,新北市環操證字第F1971-01號,,116/04/24
F08A3321,新北市,愛味香食品股份有限公司,新北市鶯歌區二橋里中正三路四九一巷七號,M01,M01 - 調理食品製造程序,操作,新北市環操證字第F2249-00號,,119/04/29
F08A4399,新北市,裕益磁磚企業有限公司,新北市鶯歌區中湖里大湖路八五巷六號一樓,M01,M01 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F2101-00號,,115/09/13
F08A4517,新北市,保技鋁業股份有限公司,新北市鶯歌區二橋里中正三路二三八巷五九號一、二、三樓,M01,M01 - 鋁鑄造製造程序,操作,新北市環操證字第F1988-01號,,117/11/30
F08A5822,新北市,鑫達興業有限公司,新北市鶯歌區建德里中正一路阿四巷八號,M01,M01 - 其他耐火材料製造程序,操作,新北市環操證字第F2035-01號,,116/08/04
F08A5892,新北市,金元福包裝企業股份有限公司,新北市鶯歌區建國路三九九號一至三樓,M01,M01 - 押出成型程序,操作,新北市環操證字第F2062-01號,,119/08/30
F08A6345,新北市,世大化成股份有限公司鶯歌廠,新北市鶯歌區尖山里八德路五六號、五六號三樓、五八號、六○號,M01,M01 - 其他合成樹脂或塑膠製造程序,操作,新北市環操證字第F2232-00號,,119/01/05
F08A6692,新北市,龍達砂輪有限公司鶯歌廠,新北市鶯歌區中湖里大湖路一八五巷九弄九之一號,M01,M01 - 工業及研磨材料製造程序,操作,新北市環操證字第F2120-00號,,116/05/09
F08A6850,新北市,鋇泰電子陶瓷股份有限公司鶯歌二廠,新北市鶯歌區永昌里永昌街一○五號一樓,M01,M01 - 電阻製造程序,操作,新北市環操證字第F2079-01號,,115/02/08
F08A7907,新北市,中國砂輪企業股份有限公司大湖廠,新北市鶯歌區中湖里里大湖路余厝巷二號,M01,M01 - 其他陶瓷製品製造程序,設置,新北市環設證字第F1212-00號,,115/12/13
F08A8074,新北市,永猷股份有限公司二廠,新北市鶯歌區鳳鳴里鶯桃路六五八巷四九號,M01,M01 - 不織布製造程序,操作,新北市環操證字第F2127-00號,,116/08/08
F08A8183,新北市,馥華食品有限公司,新北市鶯歌區南靖里環河路七五號一至三樓、七七號一樓,M01,M01 - 其他食品製造程序,操作,新北市環操證字第F2158-00號,,117/03/13
F08A8222,新北市,毅慶生技開發有限公司鶯歌廠,新北市鶯歌區二橋里中正三路一五六巷三三弄一五、一六號,M01,M01 - 其他食品製造程序,操作,新北市環操證字第F2168-00號,,117/04/30
F08A8391,新北市,德隆國際事業有限公司鶯歌廠,新北市鶯歌區永昌里建國路四○五巷一六號一、三、四樓,M01,M01 - 其他食品製造程序,操作,新北市環操證字第F2219-00號,,118/06/24
F08A8638,新北市,大磬企業股份有限公司,新北市鶯歌區鳳祥里鶯桃路六五八巷一六號(右棟),M01,M01 - 冷凍食品製造程序,操作,新北市環操證字第F2190-00號,,117/11/27
F08A9359,新北市,田原塑膠股份有限公司鶯歌廠,新北市鶯歌區永昌里鶯桃路六七巷一八號,M01,M01 - 凹版印刷作業程序,設置,新北市環設證字第F1305-00號,,117/10/22
F08A9399,新北市,元記實業營建剩餘土石方處理場,新北市鶯歌區東湖段四一二、四一三、四一九、四二○(部分)、四九○(部分)、四九一(部分)、四九二、四九三、四九四(部分)、四九五(部分)、四九六(部分)地號等一一筆土地,M01,M01 - 堆置場作業程序,操作,新北市環操證字第F2258-00號,,119/08/21
F08A9408,新北市,永順安實業股份有限公司三廠,新北市鶯歌區中湖里西湖街二七九巷二○號,M01,M01 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F2224-00號,,118/11/07
F08A9676,新北市,元記實業股份有限公司,新北市鶯歌區中湖里中湖街二五八巷八號,M01,M01 - 衍生燃料製造程序,設置,新北市環設證字第F1328-00號,,118/06/20
F08A9874,新北市,百軒食品有限公司,新北市鶯歌區永吉里鶯桃路二一七號一樓,M01,M01 - 飼料製造程序,操作,新北市環操證字第F2244-00號,,119/03/13
F08B0205,新北市,鼎糧食品廠有限公司新北廠,新北市鶯歌區二甲里二甲路三○○號,M01,M01 - 其他食品製造程序,設置,新北市環設證字第F1367-00號,,119/05/05
F1600393,新北市,新新昶染整廠股份有限公司,新北市泰山區楓樹里信義街一一號,M01,M01 - 印染整理程序; M02 - 鍋爐蒸氣產生程序,操作,新北市環操證字第F0884-07號; 新北市環操證字第F0885-06號,,118/08/20
F1600464,新北市,臺灣三洋電機股份有限公司工廠,新北市泰山區貴和里貴鳳街三五號及新莊區中正路六一四巷二四號二樓,M06,M06 - 射出成型程序; M07 - 大型電器表面塗裝程序,操作,新北市環操證字第F0784-06號; 新北市環操證字第F1288-06號,,117/10/29
F1600491,新北市,南亞塑膠工業股份有限公司林口二廠,新北市泰山區大科里南林路一○二號【含南林路一○○號及八九、九一、九三號(之一至之四)及南泰路三號】,M02,M02 - 聚酯樹脂製造程序; M03 - 熱媒加熱程序; M10 - 塑膠膜袋製造程序; M91 - 鍋爐蒸氣產生程序,操作,新北市環操證字第F0224-20號; 新北市環操證字第F0225-16號; 新北市環操證字第F1674-13號; 新北市環操證字第F2080-03號,,119/03/07
F1601318,新北市,毅宜工業股份有限公司,新北市泰山區山腳里美寧街三七號,M01,M01 - 金屬電鍍處理程序; M02 - 金屬表面塗裝程序,操作,新北市環操證字第F0912-06號; 新北市環操證字第F1881-03號,,118/04/30
F1606662,新北市,南亞科技股份有限公司三廠,新北市泰山區大科里南林路九八號、九八之一號二樓、三樓、四樓、五樓、六樓、七樓、九八之一號二樓等及一一五號,M01,M01 - 積體電路製造程序; M02 - 積體電路製造程序,操作,新北市環操證字第F1712-07號; 新北市環操證字第F1976-03號,,119/08/29
F1607114,新北市,世享勝業有限公司,新北市泰山區黎明里泰林路三段三○一巷二一號,M01,M01 - 鍋爐蒸氣產生程序; M02 - 印染整理程序,操作,新北市環操證字第F1887-03號; 新北市環操證字第F1897-02號,,119/12/08
F16A0896,新北市,南亞塑膠工業股份有限公司林口一廠,新北市泰山區大科里南林路一二二號,M01,M01 - 押出成型程序,操作,新北市環操證字第F1951-03號,,115/08/13
F16A1359,新北市,保證責任新北市家禽運銷合作社附設屠宰場,新北市泰山區楓樹里中港南路一○三號,M01,M01 - 屠宰作業程序,操作,新北市環操證字第F1883-03號,,118/04/17
F16A1973,新北市,耘新紙品有限公司泰山廠,新北市泰山區貴和里明志路三段四三二巷三一號,M01,M01 - 平版印刷作業程序,操作,新北市環操證字第F1886-03號,,118/08/13
F16A6131,新北市,氣宇企業有限公司泰山廠,新北市泰山區黎明里黎明路四號(一樓、二樓)(泰山區自強段三建號),M01,M01 - 金屬噴磨（噴砂）處理程序,操作,新北市環操證字第F2262-00號,,119/09/10
F16A6240,新北市,妮紅咬花股份有限公司泰山廠,新北市泰山區壽山路一○二號,M01,M01 - 金屬噴磨（噴砂）處理程序,設置,新北市環設證字第F1363-00號,,119/04/07
F16A6280,新北市,尚俊塑膠有限公司,新北市泰山區黎明里泰山路一一七號,M01,M01 - 押出成型程序,設置,新北市環設證字第F1342-00號,,118/10/07
